o22rrlabsecgw05 # 
o22rrlabsecgw05 (vdom) # current vf=LTE_Traffic:2

o22rrlabsecgw05 (LTE_Traffic) # 
Routing table for VRF=0
Codes: K - kernel, C - connected, S - static, R - RIP, B - BGP
       O - OSPF, IA - OSPF inter area
       N1 - OSPF NSSA external type 1, N2 - OSPF NSSA external type 2
       E1 - OSPF external type 1, E2 - OSPF external type 2
       i - IS-IS, L1 - IS-IS level-1, L2 - IS-IS level-2, ia - IS-IS inter area
       * - candidate default

S       10.116.60.161/32 [10/0] is directly connected, n10.116.60.6
S       10.116.60.162/32 [10/0] is directly connected, n10.116.60.10
S       10.116.60.164/32 [10/0] is directly connected, n10.116.60.18
S       10.116.60.165/32 [10/0] is directly connected, n10.116.60.22
S       10.116.60.166/32 [10/0] is directly connected, n10.116.60.26
S       10.116.60.168/32 [10/0] is directly connected, n10.116.60.34
S       10.116.60.170/32 [10/0] is directly connected, n10.116.60.42
S       10.116.60.171/32 [10/0] is directly connected, n10.116.60.46
S       10.116.60.172/32 [10/0] is directly connected, h10.116.60.50
S       10.116.60.173/32 [10/0] is directly connected, h10.116.60.54
S       10.116.60.174/32 [10/0] is directly connected, n10.116.60.58
S       10.116.60.180/32 [10/0] is directly connected, h10.116.60.82
S       10.116.60.182/32 [10/0] is directly connected, n10.116.60.90
S       10.116.60.183/32 [10/0] is directly connected, n10.116.60.94
S       10.116.60.184/32 [10/0] is directly connected, h10.116.60.98
S       10.116.60.191/32 [10/0] is directly connected, h10.116.60.126
S       10.116.60.192/32 [10/0] is directly connected, n10.116.60.2
S       10.116.60.193/32 [10/0] is directly connected, n10.116.60.6
S       10.116.60.194/32 [10/0] is directly connected, n10.116.60.10
S       10.116.60.196/32 [10/0] is directly connected, n10.116.60.18
S       10.116.60.197/32 [10/0] is directly connected, n10.116.60.22
S       10.116.60.198/32 [10/0] is directly connected, n10.116.60.26
S       10.116.60.200/32 [10/0] is directly connected, n10.116.60.34
S       10.116.60.202/32 [10/0] is directly connected, n10.116.60.42
S       10.116.60.203/32 [10/0] is directly connected, n10.116.60.46
S       10.116.60.204/32 [10/0] is directly connected, h10.116.60.50
S       10.116.60.205/32 [10/0] is directly connected, h10.116.60.54
S       10.116.60.206/32 [10/0] is directly connected, n10.116.60.58
S       10.116.60.212/32 [10/0] is directly connected, h10.116.60.82
S       10.116.60.214/32 [10/0] is directly connected, n10.116.60.90
S       10.116.60.215/32 [10/0] is directly connected, n10.116.60.94
S       10.116.60.216/32 [10/0] is directly connected, h10.116.60.98
S       10.116.60.223/32 [10/0] is directly connected, h10.116.60.126
S       10.116.61.136/29 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.116.232.0/26 [10/0] via 10.250.164.65, vlan226_mplane
S       10.116.232.65/32 [10/0] via 10.250.164.65, vlan226_mplane
S       10.116.233.168/29 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.116.238.254/32 [10/0] via 10.250.164.65, vlan226_mplane
S       10.117.226.0/25 [10/0] via 10.250.164.73, vlan228_eRan
S       10.127.37.192/32 [10/0] via 10.250.164.65, vlan226_mplane
S       10.127.87.24/29 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.127.87.32/27 [10/0] via 10.250.164.65, vlan226_mplane
S       10.127.88.128/29 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.127.88.136/29 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.127.95.112/29 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.195.11.0/24 [10/0] via 10.250.164.73, vlan228_eRan
S       10.195.72.0/22 [10/0] via 10.250.164.73, vlan228_eRan
S       10.198.72.0/22 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.129.32/28 [10/0] via 10.250.164.65, vlan226_mplane
S       10.250.132.112/28 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.132.128/28 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.132.144/28 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.132.160/28 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.136.64/28 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.136.192/28 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.137.0/25 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.139.13/32 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.139.14/32 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.139.77/32 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.139.78/32 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.156.51/32 [10/0] via 10.250.164.65, vlan226_mplane
S       10.250.157.4/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.157.5/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.157.6/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.157.7/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.157.17/32 [10/0] is directly connected, n10.250.157.4
S       10.250.157.20/32 [10/0] is directly connected, h10.250.157.7
S       10.250.157.33/32 [10/0] is directly connected, n10.250.157.4
S       10.250.157.36/32 [10/0] is directly connected, h10.250.157.7
S       10.250.157.49/32 [10/0] is directly connected, n10.250.157.4
S       10.250.157.52/32 [10/0] is directly connected, h10.250.157.7
S       10.250.157.112/29 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.160.128/27 [10/0] via 10.250.164.65, vlan226_mplane
S       10.250.160.192/27 [10/0] via 10.250.164.65, vlan226_mplane
S       10.250.160.224/27 [10/0] via 10.250.164.65, vlan226_mplane
C       10.250.164.64/29 is directly connected, vlan226_mplane
C       10.250.164.72/29 is directly connected, vlan228_eRan
C       10.250.164.80/29 is directly connected, vlan227_s1plane
S       10.250.170.108/32 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.170.236/32 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.171.128/26 [10/0] via 10.250.164.65, vlan226_mplane
S       10.250.174.104/29 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.175.6/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.175.10/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.175.38/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.175.42/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.175.64/29 [10/0] via 10.250.164.81, vlan227_s1plane
C       10.250.175.64/32 is directly connected, Lo-2
S       10.250.175.65/32 [10/0] is directly connected, n10.250.175.6
S       10.250.175.72/29 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.175.80/29 [10/0] via 10.250.164.81, vlan227_s1plane
C       10.250.175.80/32 is directly connected, Lo-1
S       10.250.175.81/32 [10/0] is directly connected, n10.250.175.6
S       10.250.175.88/29 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.175.97/32 [10/0] is directly connected, n10.250.175.6
S       10.250.175.112/29 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.175.120/29 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.176.0/25 [10/0] via 10.250.164.65, vlan226_mplane
S       10.250.177.0/25 [10/0] via 10.250.164.65, vlan226_mplane
S       10.250.190.0/26 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.190.2/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.4/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.7/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.9/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.10/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.11/32 [10/0] via 10.250.164.73, vlan228_eRan
